0.057,0.816,0.128,0.9961,2020-07-01T05:00:12+0000
0.126,0.781,0.093,-0.9662,2020-07-01T09:00:36+0000
0.106,0.728,0.166,0.9953,2020-07-01T11:07:59+0000
0.08,0.805,0.115,0.9943,2020-07-01T11:17:17+0000
0.134,0.681,0.185,0.9432,2020-07-01T13:01:43+0000
0.153,0.761,0.087,-0.9796,2020-07-01T13:28:19+0000
0.044,0.821,0.135,0.9977,2020-07-01T17:26:15+0000
0.157,0.69,0.153,-0.2732,2020-07-01T18:01:09+0000
0.043,0.863,0.094,0.959,2020-07-01T19:20:33+0000
0.047,0.811,0.143,0.9967,2020-07-01T19:25:59+0000
0.088,0.781,0.132,0.9268,2020-07-01T20:01:55+0000
0.068,0.833,0.099,0.9926,2020-07-01T20:53:04+0000
0.101,0.799,0.1,-0.8378,2020-07-01T21:21:16+0000
0.072,0.795,0.134,0.9929,2020-07-01T22:33:51+0000
0.087,0.757,0.156,0.9831,2020-07-02T02:34:35+0000
0.058,0.88,0.062,0.4615,2020-07-02T04:01:18+0000
0.208,0.69,0.103,-0.9954,2020-07-02T09:00:14+0000
0.103,0.82,0.077,-0.9502,2020-07-02T09:00:19+0000
0.084,0.745,0.17,0.9974,2020-07-02T09:00:23+0000
0.119,0.755,0.126,0.1063,2020-07-02T09:30:10+0000
0.054,0.856,0.09,0.7964,2020-07-02T10:00:09+0000
0.039,0.849,0.112,0.9918,2020-07-02T10:00:13+0000
0.085,0.804,0.112,0.9949,2020-07-02T10:00:38+0000
0.126,0.779,0.095,-0.9634,2020-07-02T10:44:11+0000
0.065,0.761,0.175,0.9976,2020-07-02T10:55:13+0000
0.088,0.705,0.207,0.9988,2020-07-02T11:00:13+0000
0.185,0.691,0.124,-0.9954,2020-07-02T11:00:15+0000
0.119,0.745,0.137,0.9283,2020-07-02T11:12:14+0000
0.051,0.898,0.051,-0.8438,2020-07-02T11:48:14+0000
0.09,0.741,0.169,0.967,2020-07-02T16:05:28+0000
0.112,0.724,0.164,0.9574,2020-07-02T21:00:09+0000
0.085,0.797,0.118,0.764,2020-07-02T21:04:47+0000
0.083,0.816,0.101,0.872,2020-07-02T21:07:12+0000
0.271,0.694,0.036,-0.9989,2020-07-02T21:35:09+0000
0.148,0.696,0.156,0.9049,2020-07-02T23:00:04+0000
0.066,0.806,0.128,0.9891,2020-07-02T23:00:12+0000
0.102,0.648,0.25,0.9977,2020-07-02T23:02:55+0000
0.063,0.817,0.12,0.9601,2020-07-03T03:52:28+0000
