neg,neu,pos,compound,date
0.079,0.78,0.142,0.9916,2020-03-30T21:12:37+0000
0.171,0.635,0.194,0.4546,2020-03-30T21:35:41+0000
0.152,0.722,0.126,-0.9918,2020-03-30T21:59:40+0000
0.107,0.776,0.117,0.4404,2020-03-30T22:32:28+0000
0.138,0.716,0.146,0.5267,2020-03-30T23:09:36+0000
0.045,0.784,0.17,0.9971,2020-03-30T23:28:26+0000
0.151,0.695,0.154,0.9432,2020-03-31T00:16:39+0000
0.114,0.807,0.079,-0.9914,2020-03-31T00:51:48+0000
0.03,0.88,0.09,0.9897,2020-03-31T01:06:41+0000
0.128,0.748,0.124,-0.765,2020-03-31T04:02:49+0000
0.123,0.742,0.136,0.9942,2020-03-31T04:04:04+0000
0.106,0.807,0.087,-0.9558,2020-03-31T07:17:30+0000
0.149,0.675,0.176,0.8716,2020-03-31T07:37:39+0000
0.033,0.748,0.219,0.9928,2020-03-31T08:00:02+0000
0.079,0.692,0.228,0.9973,2020-03-31T09:00:05+0000
0.131,0.721,0.148,0.8647,2020-03-31T09:00:20+0000
0.032,0.825,0.143,0.9987,2020-03-31T09:00:25+0000
0.083,0.817,0.1,0.951,2020-03-31T09:00:31+0000
0.075,0.752,0.172,0.9987,2020-03-31T09:00:35+0000
0.058,0.812,0.13,0.9873,2020-03-31T09:00:39+0000
0.129,0.785,0.086,-0.9917,2020-03-31T09:11:38+0000
0.133,0.717,0.15,0.9557,2020-03-31T10:50:39+0000
0.134,0.743,0.123,-0.9844,2020-03-31T11:23:03+0000
0.067,0.83,0.103,0.9809,2020-03-31T13:00:14+0000
0.116,0.779,0.105,-0.901,2020-03-31T13:35:18+0000
0.102,0.77,0.128,0.9562,2020-03-31T16:38:56+0000
0.115,0.814,0.071,-0.9883,2020-03-31T17:18:46+0000
0.184,0.625,0.192,0.1779,2020-03-31T18:30:15+0000
0.098,0.726,0.176,0.9977,2020-03-31T19:01:17+0000
0.102,0.719,0.179,0.9565,2020-03-31T19:31:55+0000
0.028,0.801,0.171,0.9991,2020-03-31T19:55:52+0000
0.107,0.754,0.139,0.9824,2020-03-31T20:10:32+0000
0.144,0.716,0.14,-0.9134,2020-03-31T21:11:35+0000
0.182,0.718,0.1,-0.9973,2020-03-31T21:37:46+0000
0.084,0.774,0.141,0.9217,2020-03-31T21:44:36+0000
0.124,0.773,0.103,-0.7054,2020-03-31T21:49:26+0000
0.022,0.863,0.115,0.9648,2020-03-31T22:17:37+0000
0.072,0.835,0.093,0.9807,2020-03-31T22:42:01+0000
0.182,0.681,0.136,-0.9931,2020-03-31T22:59:15+0000
0.14,0.726,0.135,-0.4857,2020-04-01T00:01:20+0000
0.049,0.77,0.181,0.9991,2020-04-01T03:19:41+0000
0.099,0.766,0.135,0.9887,2020-04-01T04:08:33+0000
0.081,0.749,0.171,0.9976,2020-04-01T09:00:10+0000
0.098,0.811,0.09,-0.9687,2020-04-01T09:00:13+0000
0.202,0.597,0.202,-0.8391,2020-04-01T09:00:15+0000
0.127,0.742,0.131,-0.538,2020-04-01T09:00:16+0000
0.044,0.788,0.169,0.997,2020-04-01T09:00:18+0000
0.196,0.643,0.161,-0.9961,2020-04-01T09:00:21+0000
0.097,0.781,0.122,0.9807,2020-04-01T09:00:23+0000
0.198,0.675,0.127,-0.9978,2020-04-01T09:00:25+0000
0.283,0.649,0.068,-0.9992,2020-04-01T09:00:27+0000
0.022,0.817,0.16,0.996,2020-04-01T09:00:33+0000
0.019,0.9,0.08,0.8934,2020-04-01T09:56:43+0000
0.192,0.675,0.133,-0.967,2020-04-01T10:55:06+0000
0.141,0.772,0.087,-0.9988,2020-04-01T11:09:14+0000
0.103,0.732,0.165,0.9906,2020-04-01T12:48:56+0000
0.071,0.796,0.133,0.9921,2020-04-01T13:33:05+0000
0.161,0.734,0.105,-0.9952,2020-04-01T14:48:38+0000
0.147,0.749,0.104,-0.6597,2020-04-01T15:45:53+0000
0.092,0.823,0.084,-0.8908,2020-04-01T16:11:35+0000
0.048,0.78,0.172,0.999,2020-04-01T16:15:39+0000
0.174,0.694,0.133,-0.9923,2020-04-01T16:33:25+0000
0.078,0.787,0.136,0.9937,2020-04-01T16:37:11+0000
0.062,0.83,0.109,0.875,2020-04-01T16:57:31+0000
0.044,0.753,0.203,0.9996,2020-04-01T17:12:09+0000
0.056,0.833,0.111,0.9865,2020-04-01T17:37:50+0000
0.131,0.729,0.14,0.7206,2020-04-01T18:03:55+0000
0.192,0.661,0.147,-0.7675,2020-04-01T18:32:34+0000
0.138,0.709,0.154,0.9699,2020-04-01T18:40:38+0000
0.211,0.671,0.118,-0.9956,2020-04-01T19:00:06+0000
0.137,0.74,0.123,-0.7992,2020-04-01T20:28:09+0000
0.066,0.734,0.199,0.9869,2020-04-01T20:33:52+0000
0.079,0.823,0.098,0.8058,2020-04-01T20:46:53+0000
0.15,0.765,0.085,-0.9931,2020-04-01T21:14:23+0000
0.059,0.604,0.337,0.9934,2020-04-01T21:19:24+0000
0.141,0.748,0.111,-0.9468,2020-04-01T21:22:17+0000
0.077,0.795,0.128,0.9916,2020-04-01T21:29:51+0000
0.137,0.723,0.14,-0.4291,2020-04-01T21:33:51+0000
0.054,0.765,0.18,0.9984,2020-04-01T21:36:33+0000
0.037,0.802,0.161,0.9973,2020-04-01T22:28:49+0000
0.082,0.806,0.111,0.9789,2020-04-01T22:45:28+0000
0.181,0.736,0.083,-0.9975,2020-04-01T22:53:58+0000
0.16,0.745,0.095,-0.9738,2020-04-01T23:07:53+0000
0.055,0.724,0.221,0.9976,2020-04-01T23:45:06+0000
0.135,0.778,0.087,-0.9978,2020-04-02T02:18:27+0000
0.029,0.802,0.17,0.9989,2020-04-02T02:52:54+0000
0.112,0.802,0.086,-0.9076,2020-04-02T04:01:05+0000
0.14,0.748,0.112,-0.9997,2020-04-02T04:02:53+0000
0.066,0.836,0.098,0.9963,2020-04-02T04:07:00+0000
0.132,0.696,0.173,0.9414,2020-04-02T06:55:22+0000
0.086,0.779,0.135,0.9862,2020-04-02T08:57:45+0000
0.095,0.794,0.111,0.8709,2020-04-02T09:00:13+0000
0.064,0.7,0.237,0.9987,2020-04-02T09:00:16+0000
0.118,0.775,0.107,-0.9199,2020-04-02T09:00:16+0000
0.172,0.668,0.16,-0.9556,2020-04-02T09:00:21+0000
0.117,0.717,0.166,0.9872,2020-04-02T09:02:12+0000
0.103,0.773,0.124,0.9904,2020-04-02T11:06:10+0000
0.084,0.838,0.078,-0.9931,2020-04-02T12:39:17+0000
0.054,0.895,0.051,-0.7499,2020-04-02T13:00:05+0000
0.058,0.756,0.186,0.999,2020-04-02T13:02:29+0000
0.027,0.88,0.093,0.9819,2020-04-02T14:00:08+0000
0.05,0.809,0.141,0.9949,2020-04-02T14:00:24+0000
0.132,0.737,0.132,-0.4767,2020-04-02T15:32:21+0000
0.129,0.725,0.146,0.9402,2020-04-02T15:34:49+0000
0.068,0.801,0.131,0.9955,2020-04-02T15:53:40+0000
0.099,0.767,0.134,0.9906,2020-04-02T16:26:42+0000
0.027,0.851,0.122,0.9958,2020-04-02T16:35:30+0000
0.146,0.698,0.156,0.5352,2020-04-02T16:41:12+0000
0.09,0.718,0.192,0.9994,2020-04-02T16:41:27+0000
0.119,0.739,0.143,0.7854,2020-04-02T16:42:09+0000
0.085,0.809,0.106,0.9077,2020-04-02T16:56:00+0000
0.086,0.84,0.074,0.0201,2020-04-02T17:55:30+0000
0.055,0.784,0.161,0.9948,2020-04-02T19:00:07+0000
0.141,0.69,0.169,0.9323,2020-04-02T19:00:08+0000
0.148,0.661,0.19,0.994,2020-04-02T19:01:00+0000
0.156,0.759,0.084,-0.9899,2020-04-02T19:06:49+0000
0.118,0.781,0.101,-0.9118,2020-04-02T19:55:27+0000
0.074,0.787,0.139,0.999,2020-04-02T20:05:57+0000
0.105,0.814,0.081,-0.9873,2020-04-02T20:11:01+0000
0.152,0.712,0.136,-0.9169,2020-04-02T20:17:57+0000
0.121,0.749,0.13,0.9356,2020-04-02T20:18:41+0000
0.065,0.767,0.168,0.9904,2020-04-02T20:25:50+0000
0.152,0.697,0.151,-0.9168,2020-04-02T20:54:00+0000
0.062,0.737,0.201,0.9913,2020-04-02T20:56:35+0000
0.08,0.772,0.148,0.9976,2020-04-02T21:13:48+0000
0.205,0.683,0.112,-0.9972,2020-04-02T21:16:14+0000
0.081,0.836,0.083,-0.6353,2020-04-02T21:52:04+0000
0.133,0.761,0.107,-0.9745,2020-04-02T22:57:50+0000
0.13,0.69,0.181,0.981,2020-04-02T23:00:06+0000
0.128,0.694,0.177,0.9785,2020-04-02T23:38:23+0000
0.129,0.753,0.118,-0.9143,2020-04-03T00:34:00+0000
0.121,0.755,0.124,-0.7331,2020-04-03T04:42:41+0000
0.182,0.733,0.086,-0.998,2020-04-03T07:00:06+0000
0.129,0.774,0.097,-0.9665,2020-04-03T09:00:10+0000
0.128,0.728,0.145,0.8251,2020-04-03T09:00:18+0000
0.056,0.758,0.185,0.9995,2020-04-03T09:00:20+0000
0.031,0.751,0.217,0.9976,2020-04-03T09:00:22+0000
0.125,0.728,0.147,0.9606,2020-04-03T09:00:29+0000
0.107,0.764,0.129,0.9764,2020-04-03T09:00:30+0000
0.092,0.812,0.096,0.0652,2020-04-03T09:28:39+0000
0.032,0.889,0.08,0.9325,2020-04-03T10:00:07+0000
0.093,0.773,0.135,0.9784,2020-04-03T10:54:56+0000
0.09,0.822,0.089,-0.7345,2020-04-03T11:03:51+0000
0.085,0.78,0.136,0.9975,2020-04-03T11:20:25+0000
0.07,0.728,0.202,0.9989,2020-04-03T11:48:03+0000
0.197,0.663,0.14,-0.9984,2020-04-03T11:59:53+0000
0.1,0.792,0.108,-0.34,2020-04-03T12:11:39+0000
0.055,0.673,0.272,0.9993,2020-04-03T13:02:36+0000
0.018,0.909,0.073,0.9944,2020-04-03T13:30:09+0000
0.071,0.858,0.07,-0.597,2020-04-03T13:42:06+0000
0.051,0.922,0.028,-0.3182,2020-04-03T13:49:09+0000
0.089,0.82,0.091,-0.3182,2020-04-03T14:03:17+0000
0.102,0.785,0.113,0.6744,2020-04-03T14:06:26+0000
0.105,0.81,0.085,-0.8319,2020-04-03T14:13:34+0000
0.113,0.799,0.088,-0.8462,2020-04-03T15:17:02+0000
0.151,0.688,0.161,0.3676,2020-04-03T15:35:36+0000
0.0,0.941,0.059,0.3182,2020-04-03T16:32:53+0000
0.104,0.728,0.168,0.9919,2020-04-03T16:56:54+0000
0.155,0.712,0.133,-0.965,2020-04-03T16:56:55+0000
0.1,0.698,0.201,0.9978,2020-04-03T18:49:48+0000
0.101,0.621,0.278,0.9978,2020-04-03T20:04:03+0000
0.103,0.755,0.142,0.9876,2020-04-03T20:20:31+0000
0.116,0.796,0.087,-0.8779,2020-04-03T20:34:50+0000
0.081,0.865,0.053,-0.9001,2020-04-03T20:38:01+0000
0.146,0.718,0.136,-0.9439,2020-04-03T21:09:52+0000
0.119,0.792,0.089,-0.9861,2020-04-03T22:20:37+0000
0.062,0.838,0.1,0.9885,2020-04-03T22:25:48+0000
0.078,0.787,0.136,0.9509,2020-04-03T22:37:33+0000
0.157,0.753,0.09,-0.9908,2020-04-03T23:00:07+0000
0.084,0.783,0.132,0.9934,2020-04-03T23:21:27+0000
0.198,0.672,0.129,-0.9947,2020-04-03T23:57:02+0000
0.11,0.683,0.207,0.9988,2020-04-04T06:00:08+0000
0.099,0.748,0.153,0.9939,2020-04-04T07:13:52+0000
0.05,0.763,0.187,0.9993,2020-04-04T09:00:09+0000
0.079,0.812,0.109,0.98,2020-04-04T09:00:15+0000
0.179,0.723,0.098,-0.9989,2020-04-04T09:00:22+0000
0.074,0.801,0.125,0.9979,2020-04-04T09:00:22+0000
0.131,0.712,0.157,0.9114,2020-04-04T09:55:00+0000
0.103,0.768,0.13,0.9795,2020-04-04T12:37:59+0000
0.138,0.725,0.137,-0.7261,2020-04-04T14:07:43+0000
0.138,0.664,0.198,0.9895,2020-04-04T15:00:08+0000
0.083,0.768,0.149,0.9966,2020-04-04T15:00:23+0000
0.114,0.781,0.105,-0.903,2020-04-04T15:14:19+0000
0.177,0.671,0.152,-0.9577,2020-04-04T18:37:00+0000
0.163,0.71,0.128,-0.9602,2020-04-04T19:00:06+0000
0.2,0.641,0.159,-0.9784,2020-04-04T19:00:06+0000
0.058,0.816,0.126,0.997,2020-04-04T21:27:55+0000
0.149,0.735,0.116,-0.9349,2020-04-04T22:19:00+0000
0.121,0.815,0.064,-0.9735,2020-04-04T23:45:04+0000
0.047,0.804,0.149,0.9992,2020-04-05T00:14:25+0000
0.087,0.794,0.119,0.9901,2020-04-05T04:01:10+0000
0.118,0.772,0.11,-0.9976,2020-04-05T04:14:49+0000
0.067,0.79,0.142,0.9957,2020-04-05T07:00:07+0000
0.102,0.75,0.148,0.9991,2020-04-05T09:00:10+0000
0.11,0.813,0.077,-0.9966,2020-04-05T09:00:10+0000
0.109,0.784,0.107,-0.7288,2020-04-05T09:00:14+0000
0.03,0.834,0.136,0.9983,2020-04-05T09:10:39+0000
0.125,0.746,0.129,-0.7495,2020-04-05T09:22:05+0000
0.17,0.711,0.119,-0.9872,2020-04-05T11:00:09+0000
0.119,0.777,0.104,-0.9288,2020-04-05T13:57:34+0000
0.186,0.664,0.15,-0.9859,2020-04-05T14:07:21+0000
0.188,0.703,0.109,-0.9946,2020-04-05T14:55:38+0000
0.15,0.646,0.204,0.994,2020-04-05T15:00:07+0000
0.148,0.734,0.117,-0.9748,2020-04-05T15:55:54+0000
0.124,0.712,0.164,0.8382,2020-04-05T16:00:06+0000
0.132,0.787,0.081,-0.9991,2020-04-05T16:36:50+0000
0.061,0.784,0.155,0.9674,2020-04-05T16:58:16+0000
0.136,0.738,0.126,-0.9744,2020-04-05T17:37:01+0000
0.12,0.79,0.09,-0.9407,2020-04-05T17:48:14+0000
0.048,0.808,0.143,0.9985,2020-04-05T18:39:11+0000
0.154,0.749,0.097,-0.9897,2020-04-05T19:00:05+0000
0.081,0.781,0.138,0.9918,2020-04-05T21:41:08+0000
0.048,0.8,0.152,0.9928,2020-04-05T22:15:00+0000
0.171,0.711,0.118,-0.9897,2020-04-05T23:00:06+0000
0.126,0.753,0.121,-0.9476,2020-04-05T23:20:30+0000
0.122,0.728,0.15,0.9966,2020-04-05T23:28:07+0000
0.095,0.738,0.167,0.9978,2020-04-06T00:00:07+0000
0.072,0.82,0.108,0.9937,2020-04-06T04:16:49+0000
0.079,0.802,0.119,0.981,2020-04-06T07:00:08+0000
0.194,0.697,0.109,-0.9984,2020-04-06T07:00:10+0000
0.274,0.616,0.109,-0.9996,2020-04-06T07:00:11+0000
0.142,0.701,0.157,0.9399,2020-04-06T09:00:07+0000
0.12,0.759,0.121,-0.199,2020-04-06T09:00:11+0000
0.218,0.644,0.138,-0.9963,2020-04-06T09:00:11+0000
0.256,0.665,0.08,-0.9995,2020-04-06T09:00:15+0000
0.121,0.758,0.121,-0.9751,2020-04-06T09:00:23+0000
0.086,0.823,0.092,-0.4804,2020-04-06T09:12:20+0000
0.112,0.775,0.113,-0.9314,2020-04-06T11:15:11+0000
0.11,0.782,0.107,-0.3612,2020-04-06T13:10:28+0000
0.094,0.667,0.239,0.9991,2020-04-06T14:00:06+0000
0.263,0.64,0.097,-0.9997,2020-04-06T14:46:37+0000
0.062,0.834,0.105,0.9947,2020-04-06T15:00:07+0000
0.024,0.769,0.207,0.9987,2020-04-06T15:06:53+0000
0.08,0.758,0.162,0.9951,2020-04-06T17:00:04+0000
0.098,0.807,0.095,-0.6139,2020-04-06T17:24:35+0000
0.047,0.787,0.166,0.9674,2020-04-06T17:26:21+0000
0.027,0.81,0.162,0.9833,2020-04-06T17:47:02+0000
0.074,0.747,0.179,0.9961,2020-04-06T19:00:06+0000
0.109,0.754,0.137,0.8689,2020-04-06T19:00:09+0000
0.254,0.591,0.154,-0.9968,2020-04-06T19:06:42+0000
0.123,0.749,0.128,0.8508,2020-04-06T19:56:43+0000
0.131,0.755,0.114,-0.9302,2020-04-06T20:29:38+0000
0.092,0.772,0.135,0.9908,2020-04-06T20:34:34+0000
0.123,0.796,0.081,-0.9134,2020-04-06T20:41:01+0000
0.091,0.786,0.123,0.9579,2020-04-06T22:31:41+0000
0.099,0.794,0.107,0.701,2020-04-06T22:36:50+0000
0.069,0.832,0.099,0.8804,2020-04-06T23:03:39+0000
0.0,0.927,0.073,0.5994,2020-04-06T23:39:47+0000
0.153,0.72,0.126,-0.8826,2020-04-07T00:46:07+0000
0.057,0.811,0.132,0.998,2020-04-07T01:40:01+0000
0.051,0.763,0.186,0.9983,2020-04-07T01:55:00+0000
0.062,0.794,0.144,0.9991,2020-04-07T04:32:00+0000
0.123,0.771,0.105,-0.9599,2020-04-07T07:03:23+0000
0.125,0.727,0.149,0.9,2020-04-07T09:00:09+0000
0.043,0.769,0.188,0.9993,2020-04-07T09:00:21+0000
0.081,0.84,0.079,-0.9088,2020-04-07T09:00:21+0000
0.128,0.739,0.133,-0.2037,2020-04-07T09:00:22+0000
0.125,0.776,0.098,-0.996,2020-04-07T09:00:25+0000
0.163,0.785,0.052,-0.9848,2020-04-07T09:01:27+0000
0.033,0.81,0.157,0.9972,2020-04-07T10:00:08+0000
0.107,0.775,0.118,-0.3804,2020-04-07T11:25:52+0000
0.161,0.739,0.101,-0.9971,2020-04-07T11:52:56+0000
0.104,0.783,0.113,0.9873,2020-04-07T12:00:08+0000
0.032,0.83,0.138,0.9982,2020-04-07T13:01:07+0000
0.183,0.681,0.136,-0.9894,2020-04-07T13:36:30+0000
0.033,0.622,0.345,0.9989,2020-04-07T14:26:44+0000
0.131,0.77,0.099,-0.9198,2020-04-07T15:44:16+0000
0.095,0.814,0.09,-0.8176,2020-04-07T16:05:25+0000
0.142,0.713,0.145,-0.5919,2020-04-07T17:01:57+0000
0.143,0.643,0.214,0.9841,2020-04-07T17:08:30+0000
0.104,0.802,0.094,0.1366,2020-04-07T17:32:16+0000
0.097,0.749,0.154,0.9538,2020-04-07T19:00:08+0000
0.095,0.663,0.242,0.9967,2020-04-07T19:04:47+0000
0.024,0.708,0.267,0.9953,2020-04-07T19:20:46+0000
0.035,0.849,0.116,0.9966,2020-04-07T19:31:29+0000
0.091,0.776,0.133,0.9524,2020-04-07T19:59:17+0000
0.035,0.852,0.112,0.9942,2020-04-07T21:48:46+0000
0.139,0.758,0.104,-0.9507,2020-04-07T22:11:56+0000
0.096,0.743,0.161,0.9919,2020-04-07T22:22:31+0000
0.089,0.764,0.147,0.9941,2020-04-07T22:24:35+0000
0.119,0.744,0.137,0.8971,2020-04-07T22:25:18+0000
0.151,0.733,0.116,-0.9926,2020-04-07T23:11:48+0000
0.095,0.732,0.172,0.9975,2020-04-08T01:14:59+0000
0.143,0.717,0.14,-0.9938,2020-04-08T04:03:57+0000
0.109,0.748,0.143,0.995,2020-04-08T04:15:39+0000
0.106,0.796,0.098,-0.9794,2020-04-08T07:00:13+0000
0.109,0.752,0.139,0.9643,2020-04-08T07:35:01+0000
0.083,0.784,0.134,0.9153,2020-04-08T08:00:05+0000
0.191,0.657,0.152,-0.9963,2020-04-08T08:33:04+0000
0.125,0.751,0.124,-0.9864,2020-04-08T08:54:37+0000
0.136,0.702,0.162,0.9699,2020-04-08T09:00:09+0000
0.038,0.838,0.124,0.9965,2020-04-08T09:00:13+0000
0.165,0.78,0.054,-0.9979,2020-04-08T09:00:16+0000
0.127,0.752,0.121,-0.959,2020-04-08T09:00:17+0000
0.094,0.718,0.189,0.9975,2020-04-08T09:00:19+0000
0.096,0.754,0.15,0.992,2020-04-08T09:00:20+0000
0.119,0.748,0.133,0.7511,2020-04-08T09:00:20+0000
0.158,0.714,0.127,-0.9941,2020-04-08T09:00:31+0000
0.117,0.781,0.102,-0.9513,2020-04-08T09:14:09+0000
0.163,0.73,0.107,-0.9997,2020-04-08T11:33:51+0000
0.1,0.748,0.152,0.9874,2020-04-08T12:00:07+0000
0.124,0.757,0.119,-0.5932,2020-04-08T12:31:03+0000
0.098,0.812,0.089,-0.9332,2020-04-08T14:20:24+0000
0.138,0.731,0.132,-0.9354,2020-04-08T15:38:51+0000
0.019,0.764,0.217,0.995,2020-04-08T16:00:10+0000
0.106,0.809,0.084,-0.98,2020-04-08T16:06:12+0000
0.132,0.731,0.137,0.8273,2020-04-08T16:15:02+0000
0.09,0.702,0.208,0.9904,2020-04-08T16:18:21+0000
0.069,0.833,0.098,0.9571,2020-04-08T16:33:45+0000
0.177,0.745,0.078,-0.9975,2020-04-08T16:41:05+0000
0.109,0.811,0.08,-0.9718,2020-04-08T17:34:28+0000
0.066,0.776,0.158,0.9931,2020-04-08T17:46:28+0000
0.153,0.638,0.209,0.9965,2020-04-08T18:06:43+0000
0.151,0.696,0.154,-0.0255,2020-04-08T19:00:51+0000
0.201,0.727,0.072,-0.9985,2020-04-08T19:51:54+0000
0.062,0.813,0.125,0.9987,2020-04-08T20:35:01+0000
0.102,0.794,0.104,-0.9301,2020-04-08T21:21:13+0000
0.091,0.791,0.117,0.9821,2020-04-08T21:50:22+0000
0.124,0.742,0.134,0.6442,2020-04-08T21:54:43+0000
0.116,0.731,0.153,0.987,2020-04-08T21:58:24+0000
0.067,0.758,0.174,0.9638,2020-04-08T22:12:58+0000
0.143,0.742,0.114,-0.9978,2020-04-08T22:22:54+0000
0.098,0.763,0.139,0.9913,2020-04-08T22:32:59+0000
0.116,0.764,0.12,-0.0913,2020-04-08T22:42:17+0000
0.139,0.777,0.084,-0.9905,2020-04-08T23:16:02+0000
0.062,0.876,0.062,-0.9733,2020-04-08T23:38:55+0000
0.032,0.899,0.069,0.9833,2020-04-09T01:03:15+0000
0.092,0.79,0.117,0.9924,2020-04-09T04:19:37+0000
0.156,0.696,0.148,0.2893,2020-04-09T05:43:23+0000
0.226,0.682,0.092,-0.9606,2020-04-09T09:00:05+0000
0.118,0.783,0.099,-0.9926,2020-04-09T09:00:13+0000
0.119,0.751,0.131,0.5566,2020-04-09T09:00:14+0000
0.09,0.809,0.1,0.6195,2020-04-09T09:00:26+0000
0.113,0.871,0.015,-0.9798,2020-04-09T09:00:27+0000
0.067,0.859,0.073,-0.7457,2020-04-09T09:00:35+0000
0.11,0.78,0.11,-0.9881,2020-04-09T09:09:03+0000
0.106,0.791,0.103,-0.8225,2020-04-09T09:26:42+0000
0.077,0.819,0.104,0.9803,2020-04-09T13:07:59+0000
0.02,0.88,0.1,0.996,2020-04-09T13:30:05+0000
0.097,0.681,0.222,0.9968,2020-04-09T14:00:07+0000
0.131,0.704,0.165,0.9904,2020-04-09T14:30:37+0000
0.032,0.845,0.123,0.9985,2020-04-09T14:48:44+0000
0.056,0.845,0.098,0.8779,2020-04-09T15:10:51+0000
0.078,0.775,0.147,0.9836,2020-04-09T15:35:58+0000
0.119,0.777,0.105,-0.9106,2020-04-09T16:01:37+0000
0.046,0.683,0.271,0.9969,2020-04-09T16:14:03+0000
0.078,0.799,0.123,0.9872,2020-04-09T16:39:53+0000
0.081,0.804,0.115,0.8947,2020-04-09T17:03:03+0000
0.085,0.794,0.121,0.7584,2020-04-09T17:12:43+0000
0.136,0.771,0.094,-0.9931,2020-04-09T17:43:16+0000
0.14,0.742,0.118,-0.9423,2020-04-09T18:00:15+0000
0.064,0.811,0.125,0.9885,2020-04-09T18:48:03+0000
0.13,0.723,0.147,0.4179,2020-04-09T19:00:07+0000
0.163,0.748,0.088,-0.9985,2020-04-09T20:46:46+0000
0.118,0.766,0.116,-0.8514,2020-04-09T20:57:14+0000
0.046,0.885,0.07,0.9809,2020-04-09T21:25:28+0000
0.096,0.784,0.12,0.872,2020-04-09T21:30:35+0000
0.189,0.731,0.08,-0.9934,2020-04-09T21:52:36+0000
0.11,0.787,0.103,-0.2714,2020-04-09T22:25:19+0000
0.241,0.614,0.145,-0.9985,2020-04-09T22:27:08+0000
0.107,0.778,0.115,-0.1189,2020-04-09T23:34:40+0000
0.121,0.722,0.156,0.8828,2020-04-10T01:46:24+0000
0.052,0.799,0.149,0.9895,2020-04-10T03:03:56+0000
0.134,0.752,0.115,-0.9989,2020-04-10T04:01:42+0000
0.084,0.788,0.128,0.9967,2020-04-10T04:47:23+0000
0.065,0.753,0.182,0.9989,2020-04-10T07:00:10+0000
0.081,0.76,0.159,0.8658,2020-04-10T07:27:18+0000
0.069,0.779,0.152,0.9949,2020-04-10T08:23:25+0000
0.154,0.726,0.12,-0.9968,2020-04-10T09:00:10+0000
0.063,0.858,0.079,0.9548,2020-04-10T09:00:16+0000
0.175,0.646,0.179,0.8377,2020-04-10T09:00:25+0000
0.062,0.686,0.253,0.9988,2020-04-10T09:00:26+0000
0.085,0.823,0.091,0.7542,2020-04-10T09:00:27+0000
0.102,0.797,0.102,-0.211,2020-04-10T09:00:28+0000
0.095,0.785,0.12,0.9601,2020-04-10T09:53:14+0000
0.072,0.822,0.107,0.6808,2020-04-10T10:00:09+0000
0.125,0.729,0.145,0.9559,2020-04-10T10:59:37+0000
0.107,0.761,0.132,0.9921,2020-04-10T11:19:25+0000
0.038,0.822,0.14,0.9999,2020-04-10T12:28:50+0000
0.069,0.804,0.127,0.9544,2020-04-10T12:29:32+0000
0.165,0.753,0.082,-0.9982,2020-04-10T15:20:37+0000
0.045,0.863,0.093,0.9157,2020-04-10T15:42:46+0000
0.123,0.707,0.17,0.9821,2020-04-10T15:46:34+0000
0.069,0.791,0.14,0.9916,2020-04-10T16:43:07+0000
0.069,0.804,0.127,0.9972,2020-04-10T17:29:30+0000
0.052,0.777,0.171,0.9929,2020-04-10T17:47:29+0000
0.125,0.715,0.159,0.92,2020-04-10T19:38:20+0000
0.148,0.746,0.106,-0.9929,2020-04-10T21:14:24+0000
0.147,0.739,0.114,-0.9806,2020-04-10T23:00:06+0000
0.072,0.817,0.111,0.959,2020-04-10T23:37:48+0000
0.0,0.854,0.146,0.7579,2020-04-11T00:18:33+0000
0.291,0.588,0.121,-0.9994,2020-04-11T09:00:06+0000
0.185,0.728,0.088,-0.9989,2020-04-11T09:00:14+0000
0.13,0.709,0.161,0.9316,2020-04-11T09:00:17+0000
0.069,0.757,0.174,0.9959,2020-04-11T09:00:18+0000
0.095,0.822,0.083,-0.8708,2020-04-11T09:00:18+0000
0.121,0.739,0.14,0.9693,2020-04-11T09:00:20+0000
0.141,0.734,0.125,-0.9608,2020-04-11T09:00:21+0000
0.113,0.813,0.074,-0.9982,2020-04-11T09:00:22+0000
0.117,0.749,0.134,0.9214,2020-04-11T09:00:22+0000
0.077,0.787,0.136,0.9985,2020-04-11T09:00:28+0000
0.112,0.752,0.136,0.9756,2020-04-11T11:00:08+0000
0.136,0.735,0.129,-0.7768,2020-04-11T12:32:33+0000
0.18,0.701,0.119,-0.9988,2020-04-11T14:57:51+0000
0.091,0.801,0.108,0.9584,2020-04-11T18:30:10+0000
0.052,0.804,0.144,0.9979,2020-04-11T19:00:19+0000
0.025,0.849,0.126,0.987,2020-04-11T21:43:46+0000
0.017,0.898,0.086,0.926,2020-04-12T02:27:44+0000
0.148,0.782,0.07,-0.9974,2020-04-12T06:09:20+0000
0.136,0.754,0.11,-0.9854,2020-04-12T09:00:11+0000
0.106,0.795,0.099,-0.662,2020-04-12T09:00:15+0000
0.112,0.735,0.153,0.9996,2020-04-12T09:00:34+0000
0.114,0.697,0.189,0.989,2020-04-12T12:00:06+0000
0.008,0.914,0.078,0.9136,2020-04-12T13:09:38+0000
0.069,0.785,0.147,0.996,2020-04-12T14:00:09+0000
0.083,0.797,0.12,0.9762,2020-04-12T19:00:07+0000
0.173,0.732,0.095,-0.9938,2020-04-12T19:00:13+0000
0.057,0.753,0.19,0.9947,2020-04-12T19:57:07+0000
0.144,0.752,0.104,-0.9928,2020-04-12T20:01:23+0000
