neg,neu,pos,compound,date
0.151,0.782,0.067,-0.9975,2020-03-18T16:44:57+0000
0.068,0.726,0.206,0.9996,2020-03-18T16:54:00+0000
0.04,0.88,0.081,0.8777,2020-03-18T17:00:07+0000
0.044,0.825,0.132,0.9967,2020-03-18T17:43:28+0000
0.086,0.811,0.103,0.63,2020-03-18T18:16:16+0000
0.092,0.752,0.157,0.9972,2020-03-18T18:22:10+0000
0.082,0.834,0.084,-0.1689,2020-03-18T19:01:07+0000
0.108,0.713,0.178,0.9809,2020-03-18T19:05:06+0000
0.071,0.809,0.12,0.9832,2020-03-18T19:25:10+0000
0.142,0.644,0.214,0.9935,2020-03-18T19:25:13+0000
0.057,0.808,0.135,0.9954,2020-03-18T19:41:25+0000
0.084,0.818,0.097,0.8074,2020-03-18T20:00:09+0000
0.078,0.764,0.158,0.9779,2020-03-18T20:45:03+0000
0.117,0.785,0.098,-0.9839,2020-03-18T21:00:01+0000
0.138,0.69,0.171,0.9475,2020-03-18T21:08:03+0000
0.099,0.756,0.145,0.98,2020-03-18T21:12:14+0000
0.107,0.837,0.055,-0.9856,2020-03-18T21:33:29+0000
0.083,0.825,0.092,0.8273,2020-03-18T22:00:13+0000
0.146,0.756,0.098,-0.9902,2020-03-18T22:38:52+0000
0.05,0.86,0.089,0.9863,2020-03-18T22:57:23+0000
0.155,0.716,0.128,-0.9724,2020-03-18T23:13:17+0000
0.135,0.707,0.158,0.9179,2020-03-19T00:41:43+0000
0.12,0.713,0.168,0.8316,2020-03-19T03:31:13+0000
0.065,0.8,0.135,0.986,2020-03-19T09:00:12+0000
0.123,0.752,0.125,0.1027,2020-03-19T09:00:19+0000
0.101,0.829,0.07,-0.98,2020-03-19T09:00:23+0000
0.087,0.821,0.093,0.5413,2020-03-19T09:00:27+0000
0.085,0.813,0.102,0.895,2020-03-19T09:29:03+0000
0.118,0.787,0.095,-0.9867,2020-03-19T10:01:09+0000
0.118,0.765,0.117,0.38,2020-03-19T10:38:15+0000
0.069,0.798,0.133,0.9904,2020-03-19T11:24:54+0000
0.096,0.727,0.177,0.9972,2020-03-19T12:38:37+0000
0.072,0.787,0.141,0.9921,2020-03-19T12:43:43+0000
0.149,0.577,0.274,0.9971,2020-03-19T13:00:03+0000
0.152,0.742,0.106,-0.9953,2020-03-19T13:00:40+0000
0.07,0.832,0.098,0.9764,2020-03-19T13:01:12+0000
0.108,0.765,0.126,0.9081,2020-03-19T14:50:51+0000
0.13,0.752,0.118,-0.9837,2020-03-19T15:09:03+0000
0.151,0.657,0.191,0.9632,2020-03-19T16:09:41+0000
0.054,0.839,0.107,0.9955,2020-03-19T16:28:38+0000
0.157,0.763,0.079,-0.9937,2020-03-19T17:02:23+0000
0.08,0.853,0.066,-0.9947,2020-03-19T17:12:04+0000
0.068,0.773,0.16,0.9966,2020-03-19T17:28:20+0000
0.085,0.709,0.206,0.9992,2020-03-19T19:44:29+0000
0.157,0.743,0.099,-0.9892,2020-03-19T19:49:07+0000
0.126,0.766,0.108,-0.9785,2020-03-19T19:58:44+0000
0.105,0.787,0.108,0.1441,2020-03-19T20:13:04+0000
0.059,0.818,0.123,0.9949,2020-03-19T20:37:51+0000
0.053,0.82,0.127,0.991,2020-03-19T20:53:03+0000
0.094,0.768,0.138,0.9622,2020-03-19T21:14:58+0000
0.106,0.761,0.133,0.9298,2020-03-19T21:15:41+0000
0.08,0.789,0.131,0.9982,2020-03-19T22:03:36+0000
0.058,0.785,0.157,0.9993,2020-03-19T23:12:58+0000
0.092,0.811,0.097,0.5234,2020-03-19T23:17:45+0000
0.087,0.771,0.142,0.9887,2020-03-20T00:27:51+0000
0.084,0.782,0.134,0.9874,2020-03-20T01:20:34+0000
0.092,0.864,0.045,-0.9657,2020-03-20T02:48:08+0000
0.156,0.68,0.165,-0.3129,2020-03-20T04:00:08+0000
0.13,0.765,0.105,-0.9826,2020-03-20T04:01:53+0000
0.18,0.763,0.057,-0.9974,2020-03-20T09:00:08+0000
0.147,0.734,0.119,-0.9376,2020-03-20T09:00:13+0000
0.126,0.733,0.142,0.9206,2020-03-20T09:00:17+0000
0.097,0.762,0.141,0.9775,2020-03-20T09:00:23+0000
0.112,0.723,0.165,0.9877,2020-03-20T09:00:26+0000
0.049,0.758,0.193,0.9978,2020-03-20T09:00:26+0000
0.141,0.725,0.134,-0.8509,2020-03-20T09:00:26+0000
0.057,0.859,0.084,0.992,2020-03-20T09:00:42+0000
0.073,0.831,0.096,0.8807,2020-03-20T09:57:09+0000
0.053,0.829,0.118,0.9928,2020-03-20T10:13:00+0000
0.116,0.719,0.165,0.9932,2020-03-20T10:13:37+0000
0.117,0.782,0.102,-0.8575,2020-03-20T10:49:17+0000
0.048,0.65,0.302,0.9997,2020-03-20T11:00:06+0000
0.125,0.703,0.172,0.9867,2020-03-20T11:00:06+0000
0.134,0.672,0.195,0.9921,2020-03-20T12:00:07+0000
0.047,0.825,0.127,0.9934,2020-03-20T13:00:07+0000
0.052,0.81,0.137,0.9956,2020-03-20T13:00:09+0000
0.17,0.708,0.122,-0.9869,2020-03-20T13:02:10+0000
0.072,0.792,0.136,0.994,2020-03-20T13:03:56+0000
0.155,0.697,0.148,0.4143,2020-03-20T14:06:46+0000
0.13,0.534,0.336,0.9999,2020-03-20T14:27:08+0000
0.06,0.775,0.165,0.9967,2020-03-20T16:32:31+0000
0.129,0.668,0.203,0.9968,2020-03-20T16:42:55+0000
0.107,0.766,0.127,0.8832,2020-03-20T16:46:41+0000
0.145,0.632,0.224,0.9022,2020-03-20T16:49:59+0000
0.043,0.868,0.089,0.9682,2020-03-20T18:19:28+0000
0.078,0.772,0.15,0.9231,2020-03-20T18:21:47+0000
0.048,0.803,0.149,0.9874,2020-03-20T19:20:14+0000
0.133,0.782,0.085,-0.9933,2020-03-20T19:33:58+0000
0.09,0.76,0.15,0.9935,2020-03-20T19:43:57+0000
0.11,0.783,0.106,-0.7579,2020-03-20T19:49:13+0000
0.26,0.547,0.193,-0.9856,2020-03-20T19:57:05+0000
0.072,0.789,0.14,0.9669,2020-03-20T20:48:38+0000
0.067,0.778,0.154,0.9985,2020-03-20T21:53:08+0000
0.152,0.718,0.13,-0.9806,2020-03-20T22:05:06+0000
0.146,0.795,0.058,-0.988,2020-03-20T22:39:15+0000
0.148,0.777,0.075,-0.9945,2020-03-20T23:15:04+0000
0.124,0.752,0.124,-0.654,2020-03-20T23:28:35+0000
0.082,0.833,0.085,-0.3447,2020-03-20T23:41:42+0000
0.141,0.754,0.105,-0.999,2020-03-21T00:34:51+0000
0.106,0.758,0.136,0.9053,2020-03-21T09:00:05+0000
0.024,0.825,0.151,0.9986,2020-03-21T09:00:06+0000
0.079,0.731,0.19,0.9976,2020-03-21T09:00:15+0000
0.099,0.828,0.073,-0.9912,2020-03-21T09:27:35+0000
0.091,0.77,0.139,0.8828,2020-03-21T12:54:36+0000
0.081,0.79,0.13,0.9976,2020-03-21T13:31:01+0000
0.136,0.765,0.1,-0.9916,2020-03-21T14:52:15+0000
0.081,0.769,0.15,0.9972,2020-03-21T15:00:05+0000
0.112,0.726,0.162,0.991,2020-03-21T15:41:32+0000
0.162,0.712,0.125,-0.9982,2020-03-21T16:16:31+0000
0.076,0.794,0.13,0.9889,2020-03-21T17:12:18+0000
0.089,0.773,0.138,0.9994,2020-03-21T17:46:35+0000
0.092,0.854,0.053,0.1531,2020-03-21T19:33:12+0000
0.12,0.792,0.089,-0.9371,2020-03-21T20:57:36+0000
0.101,0.766,0.134,0.891,2020-03-21T22:03:05+0000
0.051,0.721,0.227,0.9983,2020-03-21T23:31:12+0000
0.109,0.732,0.159,0.9711,2020-03-22T01:08:32+0000
0.049,0.817,0.134,0.9979,2020-03-22T01:48:48+0000
0.084,0.818,0.099,0.8915,2020-03-22T02:47:48+0000
0.104,0.788,0.108,0.8503,2020-03-22T04:07:10+0000
0.067,0.808,0.125,0.9975,2020-03-22T09:00:16+0000
0.134,0.775,0.091,-0.997,2020-03-22T12:59:55+0000
0.115,0.74,0.145,0.9531,2020-03-22T14:59:32+0000
0.075,0.818,0.108,0.8981,2020-03-22T15:58:50+0000
0.144,0.72,0.136,-0.7091,2020-03-22T16:35:10+0000
0.077,0.809,0.114,0.9642,2020-03-22T16:47:46+0000
0.097,0.699,0.204,0.9699,2020-03-22T17:07:49+0000
0.128,0.73,0.142,0.963,2020-03-22T17:36:06+0000
0.112,0.689,0.199,0.985,2020-03-22T17:40:41+0000
0.173,0.687,0.141,-0.946,2020-03-22T21:09:26+0000
0.175,0.654,0.171,-0.2452,2020-03-22T21:19:33+0000
0.083,0.74,0.178,0.9988,2020-03-22T21:23:10+0000
0.166,0.731,0.102,-0.9981,2020-03-22T21:30:46+0000
0.119,0.781,0.1,-0.9661,2020-03-22T22:05:57+0000
0.099,0.804,0.097,-0.2437,2020-03-22T22:24:15+0000
0.298,0.627,0.076,-0.9982,2020-03-22T22:28:01+0000
0.134,0.739,0.126,-0.8896,2020-03-22T22:39:36+0000
0.108,0.771,0.121,0.8985,2020-03-22T23:07:09+0000
0.177,0.724,0.099,-0.9972,2020-03-22T23:08:24+0000
0.037,0.785,0.178,0.9941,2020-03-23T00:44:31+0000
0.1,0.783,0.117,0.943,2020-03-23T04:02:58+0000
0.168,0.628,0.204,0.9682,2020-03-23T09:00:10+0000
0.119,0.771,0.11,-0.9345,2020-03-23T09:00:16+0000
0.127,0.735,0.138,0.9842,2020-03-23T09:00:18+0000
0.054,0.846,0.1,0.995,2020-03-23T09:47:55+0000
0.161,0.686,0.153,-0.9742,2020-03-23T10:00:07+0000
0.119,0.711,0.17,0.9081,2020-03-23T11:53:34+0000
0.098,0.827,0.076,-0.9162,2020-03-23T13:53:53+0000
0.112,0.693,0.196,0.9967,2020-03-23T16:26:50+0000
0.069,0.793,0.138,0.9994,2020-03-23T17:39:01+0000
0.082,0.812,0.106,0.9891,2020-03-23T17:50:02+0000
0.095,0.791,0.114,0.9669,2020-03-23T18:06:54+0000
0.084,0.797,0.119,0.9773,2020-03-23T18:28:00+0000
0.017,0.859,0.124,0.982,2020-03-23T18:43:32+0000
0.06,0.784,0.157,0.9963,2020-03-23T18:57:16+0000
0.14,0.69,0.17,0.9636,2020-03-23T19:00:07+0000
0.168,0.652,0.18,0.0354,2020-03-23T19:00:08+0000
0.073,0.783,0.144,0.9567,2020-03-23T19:08:21+0000
0.087,0.792,0.121,0.986,2020-03-23T20:27:14+0000
0.12,0.717,0.163,0.9738,2020-03-23T20:37:38+0000
0.082,0.723,0.195,0.9554,2020-03-23T20:39:46+0000
0.104,0.82,0.077,-0.9732,2020-03-23T20:41:00+0000
0.144,0.736,0.12,-0.9892,2020-03-23T21:48:48+0000
0.053,0.824,0.123,0.9952,2020-03-23T22:19:19+0000
0.111,0.767,0.122,0.8687,2020-03-23T23:02:46+0000
0.093,0.803,0.105,0.8979,2020-03-23T23:07:34+0000
0.071,0.848,0.081,0.8709,2020-03-23T23:10:08+0000
0.064,0.875,0.061,-0.567,2020-03-23T23:31:03+0000
0.136,0.756,0.108,-0.9844,2020-03-23T23:37:07+0000
0.12,0.755,0.125,0.7864,2020-03-24T00:13:50+0000
0.177,0.627,0.196,0.9255,2020-03-24T00:15:31+0000
0.116,0.755,0.128,0.7624,2020-03-24T01:14:44+0000
0.08,0.814,0.106,0.9635,2020-03-24T01:58:59+0000
0.098,0.8,0.102,0.4858,2020-03-24T04:01:19+0000
0.216,0.684,0.1,-0.9972,2020-03-24T05:00:06+0000
0.085,0.771,0.144,0.9822,2020-03-24T06:00:05+0000
0.066,0.858,0.076,0.7003,2020-03-24T06:30:07+0000
0.039,0.871,0.091,0.8807,2020-03-24T08:00:02+0000
0.102,0.705,0.193,0.9971,2020-03-24T09:00:19+0000
0.11,0.772,0.117,-0.6449,2020-03-24T09:00:19+0000
0.136,0.725,0.139,0.1501,2020-03-24T09:01:18+0000
0.064,0.852,0.083,0.9571,2020-03-24T09:31:42+0000
0.075,0.861,0.064,-0.5574,2020-03-24T09:56:15+0000
0.043,0.873,0.084,0.8601,2020-03-24T10:00:06+0000
0.043,0.866,0.091,0.9824,2020-03-24T12:00:06+0000
0.095,0.725,0.181,0.9988,2020-03-24T12:00:06+0000
0.094,0.789,0.116,0.9552,2020-03-24T12:24:32+0000
0.067,0.794,0.139,0.9962,2020-03-24T13:04:08+0000
0.071,0.775,0.154,0.997,2020-03-24T13:12:35+0000
0.195,0.722,0.082,-0.9994,2020-03-24T13:51:03+0000
0.049,0.864,0.086,0.994,2020-03-24T14:09:01+0000
0.049,0.834,0.117,0.9855,2020-03-24T14:43:22+0000
0.109,0.786,0.105,-0.6152,2020-03-24T14:54:21+0000
0.151,0.728,0.121,-0.8625,2020-03-24T15:41:22+0000
0.117,0.771,0.112,-0.6705,2020-03-24T16:07:26+0000
0.091,0.791,0.117,0.8586,2020-03-24T16:54:50+0000
0.084,0.753,0.163,0.9965,2020-03-24T17:06:32+0000
0.113,0.79,0.097,-0.9839,2020-03-24T17:21:36+0000
0.187,0.713,0.1,-0.9951,2020-03-24T19:00:10+0000
0.09,0.73,0.18,0.9985,2020-03-24T19:21:13+0000
0.092,0.78,0.128,0.9644,2020-03-24T19:25:54+0000
0.174,0.715,0.112,-0.9961,2020-03-24T19:36:32+0000
0.12,0.731,0.15,0.9661,2020-03-24T20:16:44+0000
0.088,0.792,0.12,0.9925,2020-03-24T20:30:22+0000
0.09,0.809,0.101,0.7269,2020-03-24T21:06:20+0000
0.186,0.733,0.081,-0.9957,2020-03-24T21:08:03+0000
0.035,0.798,0.167,0.9972,2020-03-24T21:53:37+0000
0.09,0.843,0.067,-0.296,2020-03-24T22:50:46+0000
0.05,0.836,0.114,0.9945,2020-03-24T22:59:03+0000
0.096,0.765,0.138,0.9993,2020-03-24T23:18:32+0000
0.141,0.704,0.155,0.2076,2020-03-24T23:42:50+0000
0.11,0.764,0.125,0.9932,2020-03-25T01:01:45+0000
0.177,0.692,0.131,-0.9808,2020-03-25T03:59:07+0000
0.121,0.769,0.109,-0.9933,2020-03-25T04:04:21+0000
0.102,0.765,0.134,0.9955,2020-03-25T04:34:30+0000
0.15,0.657,0.194,0.9451,2020-03-25T07:29:16+0000
0.053,0.85,0.097,0.9349,2020-03-25T08:00:04+0000
0.26,0.623,0.117,-0.9986,2020-03-25T08:19:30+0000
0.085,0.83,0.084,-0.8689,2020-03-25T09:00:14+0000
0.158,0.729,0.113,-0.9907,2020-03-25T09:00:24+0000
0.102,0.771,0.127,0.9844,2020-03-25T09:00:30+0000
0.093,0.808,0.1,0.0846,2020-03-25T11:08:27+0000
0.065,0.758,0.177,0.9985,2020-03-25T13:00:09+0000
0.151,0.706,0.143,0.4019,2020-03-25T13:05:28+0000
0.119,0.744,0.137,0.8496,2020-03-25T14:35:57+0000
0.153,0.745,0.102,-0.9757,2020-03-25T16:05:49+0000
0.07,0.745,0.186,0.9972,2020-03-25T17:16:53+0000
0.15,0.753,0.097,-0.983,2020-03-25T17:23:40+0000
0.07,0.79,0.141,0.9952,2020-03-25T17:29:33+0000
0.103,0.753,0.143,0.9534,2020-03-25T17:59:13+0000
0.162,0.784,0.053,-0.9941,2020-03-25T18:05:31+0000
0.06,0.803,0.137,0.9983,2020-03-25T18:13:11+0000
0.101,0.826,0.073,-0.9803,2020-03-25T18:46:21+0000
0.087,0.743,0.17,0.9938,2020-03-25T19:00:06+0000
0.144,0.599,0.257,0.9956,2020-03-25T19:00:08+0000
0.134,0.772,0.093,-0.9974,2020-03-25T19:11:01+0000
0.193,0.649,0.158,-0.9067,2020-03-25T19:32:40+0000
0.12,0.634,0.247,0.9974,2020-03-25T19:35:44+0000
0.059,0.796,0.145,0.9854,2020-03-25T19:56:58+0000
0.072,0.839,0.089,0.9258,2020-03-25T21:02:24+0000
0.212,0.7,0.087,-0.9989,2020-03-25T21:36:46+0000
0.057,0.81,0.133,0.9927,2020-03-25T21:38:57+0000
0.225,0.618,0.157,-0.9987,2020-03-25T22:25:00+0000
0.064,0.786,0.151,0.9967,2020-03-25T22:30:55+0000
0.177,0.718,0.105,-0.9956,2020-03-25T23:00:07+0000
0.135,0.724,0.141,-0.6086,2020-03-25T23:30:51+0000
0.127,0.72,0.153,0.9352,2020-03-26T00:37:45+0000
0.196,0.659,0.145,-0.9878,2020-03-26T02:02:17+0000
0.286,0.656,0.059,-0.9986,2020-03-26T03:23:34+0000
0.102,0.798,0.1,-0.987,2020-03-26T04:03:40+0000
0.084,0.823,0.092,0.8154,2020-03-26T04:11:05+0000
0.066,0.853,0.08,0.9196,2020-03-26T06:15:33+0000
0.039,0.681,0.28,0.9686,2020-03-26T07:00:02+0000
0.076,0.776,0.148,0.9927,2020-03-26T09:00:04+0000
0.106,0.779,0.115,-0.443,2020-03-26T09:00:09+0000
0.075,0.779,0.145,0.997,2020-03-26T09:00:11+0000
0.086,0.781,0.133,0.99,2020-03-26T09:00:12+0000
0.103,0.713,0.184,0.9934,2020-03-26T09:00:13+0000
0.135,0.649,0.216,0.9983,2020-03-26T09:00:19+0000
0.032,0.887,0.08,0.9517,2020-03-26T09:00:21+0000
0.081,0.813,0.107,0.9481,2020-03-26T09:28:23+0000
0.092,0.676,0.231,0.9988,2020-03-26T10:00:12+0000
0.118,0.732,0.151,0.8225,2020-03-26T11:52:32+0000
0.131,0.768,0.101,-0.9825,2020-03-26T12:56:37+0000
0.012,0.821,0.167,0.9808,2020-03-26T13:04:39+0000
0.144,0.738,0.119,-0.991,2020-03-26T13:26:48+0000
0.137,0.728,0.135,-0.6986,2020-03-26T14:00:10+0000
0.134,0.706,0.161,0.9672,2020-03-26T14:26:43+0000
0.148,0.692,0.16,0.8543,2020-03-26T14:29:42+0000
0.09,0.743,0.167,0.9973,2020-03-26T15:07:05+0000
0.07,0.811,0.119,0.9864,2020-03-26T15:25:11+0000
0.135,0.729,0.136,-0.7981,2020-03-26T15:41:07+0000
0.115,0.778,0.107,-0.9734,2020-03-26T16:25:40+0000
0.064,0.769,0.167,0.9987,2020-03-26T16:53:12+0000
0.146,0.754,0.1,-0.983,2020-03-26T17:11:35+0000
0.081,0.708,0.212,0.9993,2020-03-26T17:52:30+0000
0.071,0.83,0.1,0.9257,2020-03-26T18:44:45+0000
0.137,0.739,0.124,-0.9649,2020-03-26T19:01:23+0000
0.116,0.7,0.183,0.8519,2020-03-26T19:10:03+0000
0.085,0.686,0.228,0.993,2020-03-26T19:22:17+0000
0.055,0.83,0.115,0.9524,2020-03-26T20:16:13+0000
0.117,0.712,0.172,0.9927,2020-03-26T20:25:23+0000
0.072,0.82,0.109,0.9906,2020-03-26T20:38:33+0000
0.076,0.734,0.19,0.999,2020-03-26T20:50:20+0000
0.061,0.787,0.152,0.9856,2020-03-26T21:02:07+0000
0.091,0.783,0.126,0.9646,2020-03-26T21:28:19+0000
0.082,0.843,0.075,0.4033,2020-03-26T21:35:23+0000
0.086,0.785,0.13,0.9884,2020-03-26T21:58:57+0000
0.146,0.757,0.096,-0.9864,2020-03-26T22:25:29+0000
0.196,0.605,0.199,-0.6402,2020-03-26T22:34:51+0000
0.087,0.649,0.264,0.9966,2020-03-26T22:59:02+0000
0.138,0.738,0.123,-0.984,2020-03-26T23:34:21+0000
0.177,0.63,0.192,0.5325,2020-03-26T23:57:19+0000
0.036,0.846,0.119,0.9963,2020-03-27T00:42:58+0000
0.132,0.618,0.25,0.9993,2020-03-27T04:00:06+0000
0.111,0.761,0.128,0.9792,2020-03-27T04:09:41+0000
0.095,0.822,0.083,-0.9717,2020-03-27T05:00:09+0000
0.056,0.891,0.053,-0.8646,2020-03-27T07:50:41+0000
0.158,0.675,0.167,0.9188,2020-03-27T09:00:09+0000
0.146,0.703,0.151,0.8377,2020-03-27T09:00:16+0000
0.132,0.753,0.114,-0.4973,2020-03-27T09:00:16+0000
0.058,0.832,0.109,0.9858,2020-03-27T09:00:21+0000
0.041,0.798,0.16,0.999,2020-03-27T09:00:29+0000
0.089,0.765,0.146,0.9934,2020-03-27T09:00:29+0000
0.053,0.794,0.153,0.9989,2020-03-27T09:00:35+0000
0.104,0.804,0.091,-0.9561,2020-03-27T09:27:56+0000
0.118,0.764,0.118,-0.6174,2020-03-27T09:53:27+0000
0.0,0.921,0.079,0.9313,2020-03-27T09:59:39+0000
0.073,0.761,0.166,0.9972,2020-03-27T10:38:11+0000
0.119,0.732,0.149,0.9049,2020-03-27T10:56:03+0000
0.103,0.749,0.148,0.9964,2020-03-27T11:09:21+0000
0.069,0.823,0.108,0.9781,2020-03-27T11:47:21+0000
0.157,0.715,0.128,-0.9688,2020-03-27T14:06:51+0000
0.146,0.73,0.124,-0.9482,2020-03-27T14:17:09+0000
0.087,0.806,0.107,0.8555,2020-03-27T16:10:05+0000
0.13,0.69,0.18,0.98,2020-03-27T16:47:50+0000
0.095,0.765,0.14,0.9835,2020-03-27T16:54:45+0000
0.063,0.858,0.08,0.9829,2020-03-27T17:13:29+0000
0.086,0.816,0.098,0.8048,2020-03-27T17:21:21+0000
0.064,0.78,0.156,0.9939,2020-03-27T17:57:00+0000
0.062,0.677,0.26,0.9991,2020-03-27T18:28:09+0000
0.082,0.711,0.208,0.9975,2020-03-27T18:31:14+0000
0.1,0.767,0.133,0.9081,2020-03-27T18:37:19+0000
0.188,0.582,0.23,0.9504,2020-03-27T19:05:22+0000
0.128,0.737,0.136,0.0065,2020-03-27T19:28:42+0000
0.075,0.793,0.132,0.9974,2020-03-27T19:34:29+0000
0.122,0.593,0.285,0.9892,2020-03-27T19:46:12+0000
0.064,0.833,0.103,0.9817,2020-03-27T19:51:16+0000
0.127,0.717,0.156,0.9716,2020-03-27T19:56:51+0000
0.06,0.781,0.159,0.9967,2020-03-27T20:20:33+0000
0.048,0.803,0.149,0.9666,2020-03-27T20:23:26+0000
0.158,0.749,0.093,-0.8658,2020-03-27T20:44:04+0000
0.137,0.742,0.121,-0.8176,2020-03-27T20:55:59+0000
0.076,0.835,0.089,0.8879,2020-03-27T21:38:47+0000
0.096,0.853,0.051,-0.9382,2020-03-27T22:10:22+0000
0.119,0.764,0.117,0.3246,2020-03-27T22:14:08+0000
0.089,0.843,0.068,-0.9668,2020-03-27T22:31:21+0000
0.185,0.687,0.128,-0.9903,2020-03-27T23:00:08+0000
0.127,0.815,0.058,-0.7065,2020-03-27T23:14:30+0000
0.052,0.886,0.063,0.2105,2020-03-27T23:30:55+0000
0.076,0.782,0.142,0.9954,2020-03-27T23:33:31+0000
0.115,0.794,0.091,-0.9274,2020-03-27T23:53:04+0000
0.103,0.727,0.17,0.9966,2020-03-27T23:53:25+0000
0.145,0.743,0.112,-0.9987,2020-03-28T04:01:51+0000
0.096,0.817,0.087,-0.701,2020-03-28T09:00:05+0000
0.225,0.641,0.133,-0.9948,2020-03-28T09:00:08+0000
0.12,0.691,0.189,0.9953,2020-03-28T09:56:28+0000
0.054,0.806,0.14,0.9987,2020-03-28T12:41:21+0000
0.119,0.712,0.17,0.9933,2020-03-28T13:16:17+0000
0.113,0.73,0.157,0.9918,2020-03-28T13:30:32+0000
0.184,0.655,0.161,-0.9598,2020-03-28T14:47:41+0000
0.122,0.776,0.103,-0.9474,2020-03-28T16:31:31+0000
0.121,0.823,0.056,-0.9645,2020-03-28T16:39:49+0000
0.094,0.803,0.103,0.9579,2020-03-28T17:29:20+0000
0.073,0.736,0.19,0.9949,2020-03-28T19:07:00+0000
0.06,0.832,0.108,0.9972,2020-03-28T20:01:12+0000
0.194,0.712,0.094,-0.9988,2020-03-28T20:44:05+0000
0.083,0.822,0.094,0.743,2020-03-28T21:48:00+0000
0.11,0.723,0.167,0.985,2020-03-28T22:02:20+0000
0.067,0.78,0.153,0.9869,2020-03-28T22:09:55+0000
0.14,0.726,0.134,0.128,2020-03-28T22:24:37+0000
0.17,0.761,0.069,-0.9941,2020-03-28T23:27:14+0000
0.031,0.85,0.119,0.9914,2020-03-29T00:11:42+0000
0.107,0.745,0.149,0.9993,2020-03-29T00:24:25+0000
0.077,0.786,0.137,0.9996,2020-03-29T09:00:10+0000
0.16,0.772,0.069,-0.9785,2020-03-29T14:27:27+0000
0.092,0.753,0.155,0.9916,2020-03-29T17:36:33+0000
0.131,0.729,0.139,0.8473,2020-03-29T19:06:00+0000
0.051,0.799,0.15,0.9977,2020-03-29T19:15:28+0000
0.143,0.765,0.091,-0.9982,2020-03-29T19:18:44+0000
0.139,0.751,0.11,-0.9863,2020-03-29T19:44:19+0000
0.121,0.711,0.168,0.9695,2020-03-29T21:03:41+0000
0.095,0.745,0.16,0.995,2020-03-29T22:17:50+0000
0.077,0.825,0.099,0.9643,2020-03-29T23:03:17+0000
0.154,0.715,0.132,-0.9691,2020-03-29T23:05:51+0000
0.12,0.77,0.11,-0.9967,2020-03-30T04:04:07+0000
0.09,0.796,0.113,0.9891,2020-03-30T04:05:21+0000
0.109,0.765,0.126,0.956,2020-03-30T07:00:09+0000
0.109,0.767,0.123,0.2482,2020-03-30T07:00:10+0000
0.097,0.745,0.157,0.9908,2020-03-30T09:00:14+0000
0.136,0.757,0.107,-0.9899,2020-03-30T09:00:22+0000
0.202,0.631,0.167,-0.9938,2020-03-30T09:00:25+0000
0.028,0.905,0.067,0.9952,2020-03-30T09:56:46+0000
0.113,0.73,0.157,0.9856,2020-03-30T10:40:35+0000
0.148,0.733,0.119,-0.9981,2020-03-30T10:49:07+0000
0.151,0.759,0.091,-0.9938,2020-03-30T11:13:01+0000
0.082,0.788,0.13,0.9884,2020-03-30T11:57:07+0000
0.162,0.741,0.096,-0.9973,2020-03-30T13:03:19+0000
0.137,0.776,0.086,-0.9895,2020-03-30T13:54:22+0000
0.055,0.819,0.126,0.9831,2020-03-30T14:45:16+0000
0.109,0.737,0.154,0.9655,2020-03-30T14:57:49+0000
0.076,0.793,0.13,0.9686,2020-03-30T19:50:23+0000
0.145,0.72,0.136,-0.8563,2020-03-30T19:56:32+0000
0.117,0.748,0.135,0.8908,2020-03-30T19:56:37+0000
0.147,0.641,0.211,0.9955,2020-03-30T20:16:02+0000
0.09,0.785,0.125,0.9919,2020-03-30T20:31:02+0000
0.142,0.721,0.137,-0.6796,2020-03-30T20:32:27+0000
0.079,0.78,0.142,0.9916,2020-03-30T21:12:37+0000
0.171,0.635,0.194,0.4546,2020-03-30T21:35:41+0000
0.152,0.722,0.126,-0.9918,2020-03-30T21:59:40+0000
0.107,0.776,0.117,0.4404,2020-03-30T22:32:28+0000
0.138,0.716,0.146,0.5267,2020-03-30T23:09:36+0000
0.045,0.784,0.17,0.9971,2020-03-30T23:28:26+0000
0.151,0.695,0.154,0.9432,2020-03-31T00:16:39+0000
0.114,0.807,0.079,-0.9914,2020-03-31T00:51:48+0000
0.03,0.88,0.09,0.9897,2020-03-31T01:06:41+0000
0.128,0.748,0.124,-0.765,2020-03-31T04:02:49+0000
0.123,0.742,0.136,0.9942,2020-03-31T04:04:04+0000
0.106,0.807,0.087,-0.9558,2020-03-31T07:17:30+0000
0.149,0.675,0.176,0.8716,2020-03-31T07:37:39+0000
0.033,0.748,0.219,0.9928,2020-03-31T08:00:02+0000
0.079,0.692,0.228,0.9973,2020-03-31T09:00:05+0000
0.131,0.721,0.148,0.8647,2020-03-31T09:00:20+0000
0.032,0.825,0.143,0.9987,2020-03-31T09:00:25+0000
0.083,0.817,0.1,0.951,2020-03-31T09:00:31+0000
0.075,0.752,0.172,0.9987,2020-03-31T09:00:35+0000
0.058,0.812,0.13,0.9873,2020-03-31T09:00:39+0000
0.129,0.785,0.086,-0.9917,2020-03-31T09:11:38+0000
0.133,0.717,0.15,0.9557,2020-03-31T10:50:39+0000
0.134,0.743,0.123,-0.9844,2020-03-31T11:23:03+0000
0.067,0.83,0.103,0.9809,2020-03-31T13:00:14+0000
0.116,0.779,0.105,-0.901,2020-03-31T13:35:18+0000
