0.115,0.704,0.182,0.9611,2020-10-01T07:07:49+0000
0.097,0.78,0.123,0.9671,2020-10-01T09:00:21+0000
0.049,0.806,0.145,0.9986,2020-10-01T11:38:07+0000
0.113,0.814,0.074,-0.7699,2020-10-01T11:58:25+0000
0.087,0.798,0.115,0.4019,2020-10-01T12:10:13+0000
0.111,0.781,0.108,-0.3687,2020-10-01T12:31:36+0000
0.129,0.796,0.075,-0.8316,2020-10-01T12:42:00+0000
0.152,0.714,0.134,-0.6344,2020-10-01T12:47:54+0000
0.084,0.784,0.132,0.9475,2020-10-01T12:52:11+0000
0.135,0.702,0.163,0.34,2020-10-01T14:35:45+0000
0.342,0.564,0.094,-0.9963,2020-10-01T17:15:23+0000
0.0,0.916,0.084,0.9371,2020-10-01T18:04:22+0000
0.085,0.8,0.115,0.9623,2020-10-01T18:32:49+0000
0.071,0.919,0.01,-0.9153,2020-10-01T20:44:14+0000
0.259,0.632,0.109,-0.9978,2020-10-01T21:50:15+0000
0.102,0.766,0.132,0.8074,2020-10-01T22:09:47+0000
0.106,0.78,0.114,0.7449,2020-10-01T22:11:01+0000
0.086,0.806,0.107,0.9815,2020-10-01T22:57:11+0000
0.097,0.741,0.162,0.9812,2020-10-02T00:42:58+0000
0.0,0.775,0.225,0.9565,2020-10-02T01:25:26+0000
0.057,0.818,0.125,0.9958,2020-10-02T01:51:38+0000
0.129,0.774,0.097,-0.9926,2020-10-02T05:01:16+0000
0.213,0.69,0.097,-0.9847,2020-10-02T06:11:20+0000
0.11,0.72,0.171,0.8591,2020-10-02T06:11:22+0000
0.137,0.694,0.169,0.9847,2020-10-02T06:51:10+0000
0.08,0.812,0.108,0.9918,2020-10-02T07:00:11+0000
0.143,0.712,0.144,0.9152,2020-10-02T08:02:32+0000
0.185,0.691,0.124,-0.998,2020-10-02T09:00:34+0000
0.016,0.896,0.089,0.9638,2020-10-02T09:25:20+0000
0.255,0.632,0.113,-0.9831,2020-10-02T10:26:50+0000
0.131,0.707,0.162,0.9756,2020-10-02T11:17:19+0000
0.16,0.743,0.097,-0.9834,2020-10-02T11:44:35+0000
0.166,0.683,0.151,-0.7587,2020-10-02T11:53:35+0000
0.087,0.787,0.126,0.6369,2020-10-02T12:43:48+0000
0.027,0.914,0.058,0.9747,2020-10-02T13:00:09+0000
0.092,0.791,0.117,0.2023,2020-10-02T13:33:42+0000
0.188,0.755,0.057,-0.9633,2020-10-02T13:44:43+0000
0.093,0.783,0.124,0.955,2020-10-02T14:10:50+0000
0.093,0.765,0.142,0.6808,2020-10-02T14:34:48+0000
0.246,0.65,0.104,-0.9883,2020-10-02T14:40:44+0000
0.166,0.699,0.135,-0.914,2020-10-02T14:41:26+0000
0.129,0.796,0.075,-0.9149,2020-10-02T14:48:59+0000
0.185,0.717,0.098,-0.9501,2020-10-02T14:53:57+0000
0.123,0.808,0.069,-0.9058,2020-10-02T15:43:58+0000
0.037,0.74,0.223,0.988,2020-10-02T15:50:05+0000
0.078,0.806,0.116,0.9717,2020-10-02T16:24:33+0000
0.048,0.788,0.163,0.9786,2020-10-02T16:36:12+0000
0.024,0.893,0.083,0.9118,2020-10-02T16:53:16+0000
0.075,0.808,0.117,0.9837,2020-10-02T17:06:34+0000
0.014,0.867,0.119,0.9274,2020-10-02T17:38:14+0000
0.079,0.74,0.181,0.9776,2020-10-02T17:39:14+0000
0.05,0.809,0.141,0.9937,2020-10-02T18:18:16+0000
0.086,0.746,0.168,0.987,2020-10-02T18:50:02+0000
0.11,0.651,0.238,0.9987,2020-10-02T18:51:39+0000
0.071,0.794,0.135,0.914,2020-10-02T18:58:32+0000
0.132,0.746,0.122,-0.878,2020-10-02T20:26:44+0000
0.085,0.896,0.018,-0.8229,2020-10-02T20:38:19+0000
0.116,0.767,0.117,0.5502,2020-10-02T20:47:15+0000
0.159,0.657,0.184,0.9286,2020-10-02T21:04:21+0000
0.102,0.802,0.096,-0.7906,2020-10-02T21:27:54+0000
0.105,0.789,0.105,0.1926,2020-10-02T21:44:15+0000
0.047,0.852,0.102,0.9001,2020-10-02T21:44:52+0000
0.094,0.81,0.096,0.6369,2020-10-02T22:53:57+0000
0.1,0.768,0.132,0.9855,2020-10-02T23:21:22+0000
0.1,0.772,0.128,0.955,2020-10-03T00:01:43+0000
0.077,0.815,0.108,0.9477,2020-10-03T00:06:03+0000
0.126,0.725,0.149,0.9791,2020-10-03T00:14:01+0000
0.07,0.816,0.114,0.9976,2020-10-03T01:17:16+0000
0.092,0.788,0.119,0.9452,2020-10-03T02:30:06+0000
0.162,0.748,0.09,-0.9559,2020-10-03T07:52:14+0000
0.104,0.786,0.109,0.4666,2020-10-03T09:00:05+0000
0.101,0.755,0.144,0.9432,2020-10-03T09:00:10+0000
0.034,0.779,0.186,0.9985,2020-10-03T09:00:11+0000
0.053,0.88,0.067,0.4588,2020-10-03T11:34:33+0000
0.092,0.789,0.119,0.9452,2020-10-03T11:34:34+0000
0.1,0.738,0.162,0.9216,2020-10-03T12:10:04+0000
0.142,0.705,0.153,0.7225,2020-10-03T12:36:23+0000
0.124,0.696,0.179,0.9336,2020-10-03T14:37:45+0000
0.129,0.744,0.127,0.0295,2020-10-03T15:00:09+0000
0.0,0.82,0.18,0.9753,2020-10-03T16:08:01+0000
0.097,0.63,0.273,0.999,2020-10-03T19:43:04+0000
0.058,0.787,0.155,0.9393,2020-10-03T21:46:08+0000
0.097,0.766,0.136,0.9584,2020-10-03T21:47:07+0000
0.25,0.628,0.122,-0.9993,2020-10-03T23:00:09+0000
0.056,0.783,0.161,0.8756,2020-10-04T06:31:59+0000
0.105,0.751,0.144,0.9832,2020-10-04T08:23:58+0000
0.111,0.78,0.11,-0.1873,2020-10-04T11:00:04+0000
0.032,0.828,0.14,0.9747,2020-10-04T11:44:42+0000
0.035,0.864,0.1,0.9201,2020-10-04T11:44:43+0000
0.065,0.828,0.107,0.7351,2020-10-04T12:53:46+0000
0.103,0.725,0.171,0.9975,2020-10-04T13:00:10+0000
0.095,0.756,0.149,0.9995,2020-10-04T14:07:18+0000
0.116,0.778,0.106,-0.8931,2020-10-04T15:18:05+0000
0.084,0.836,0.08,-0.8,2020-10-04T16:45:16+0000
0.074,0.786,0.14,0.9911,2020-10-04T20:12:38+0000
