0.03,0.822,0.149,0.9933,2020-05-01T02:30:33+0000
0.091,0.786,0.123,0.9955,2020-05-01T04:01:12+0000
0.179,0.711,0.111,-0.9938,2020-05-01T05:29:09+0000
0.086,0.788,0.126,0.9888,2020-05-01T07:00:13+0000
0.09,0.72,0.19,0.9972,2020-05-01T09:00:11+0000
0.104,0.8,0.096,-0.3007,2020-05-01T09:00:19+0000
0.226,0.649,0.124,-0.9945,2020-05-01T09:00:27+0000
0.086,0.766,0.148,0.99,2020-05-01T09:00:28+0000
0.101,0.82,0.079,-0.743,2020-05-01T09:54:14+0000
0.105,0.752,0.143,0.9662,2020-05-01T11:00:44+0000
0.08,0.769,0.151,0.9905,2020-05-01T13:00:08+0000
0.093,0.79,0.117,0.9449,2020-05-01T13:36:23+0000
0.126,0.874,0.0,-0.8176,2020-05-01T14:48:21+0000
0.082,0.763,0.155,0.9831,2020-05-01T17:22:18+0000
0.103,0.828,0.069,-0.9942,2020-05-01T17:33:40+0000
0.07,0.822,0.108,0.996,2020-05-01T18:17:14+0000
0.178,0.713,0.109,-0.9931,2020-05-01T18:24:05+0000
0.162,0.598,0.24,0.995,2020-05-01T18:28:25+0000
0.096,0.792,0.112,0.9564,2020-05-01T18:54:15+0000
0.105,0.746,0.15,0.8442,2020-05-01T20:20:13+0000
0.098,0.818,0.084,-0.9592,2020-05-01T20:38:13+0000
0.04,0.873,0.087,0.9935,2020-05-01T20:41:26+0000
0.081,0.766,0.153,0.9859,2020-05-01T21:44:17+0000
0.047,0.825,0.127,0.9898,2020-05-01T22:16:28+0000
0.113,0.763,0.124,0.6242,2020-05-01T22:45:35+0000
0.097,0.783,0.119,0.9659,2020-05-01T23:09:45+0000
0.048,0.857,0.094,0.9968,2020-05-01T23:31:06+0000
0.156,0.711,0.133,-0.9676,2020-05-02T01:05:00+0000
0.076,0.698,0.226,0.998,2020-05-02T01:14:57+0000
0.021,0.894,0.084,0.9933,2020-05-02T02:55:17+0000
0.147,0.759,0.094,-0.994,2020-05-02T08:24:24+0000
0.048,0.828,0.124,0.9739,2020-05-02T09:00:04+0000
