0.171,0.718,0.112,-0.9979,2020-06-01T00:28:09+0000
0.133,0.758,0.109,-0.9991,2020-06-01T04:01:43+0000
0.114,0.764,0.122,0.8134,2020-06-01T05:00:13+0000
0.109,0.766,0.124,0.9649,2020-06-01T08:37:14+0000
0.127,0.76,0.112,-0.8658,2020-06-01T09:00:18+0000
0.113,0.748,0.138,0.9867,2020-06-01T09:00:20+0000
0.085,0.78,0.134,0.9948,2020-06-01T09:00:26+0000
0.114,0.705,0.182,0.9722,2020-06-01T16:19:13+0000
0.046,0.799,0.154,0.9951,2020-06-01T16:42:18+0000
0.069,0.8,0.131,0.9797,2020-06-01T18:40:55+0000
0.057,0.807,0.136,0.9971,2020-06-01T18:44:08+0000
0.061,0.851,0.088,0.9824,2020-06-01T18:50:47+0000
0.059,0.824,0.116,0.9231,2020-06-01T19:23:27+0000
0.181,0.747,0.072,-0.9927,2020-06-01T21:05:53+0000
0.099,0.743,0.158,0.99,2020-06-01T22:52:55+0000
0.052,0.817,0.132,0.9942,2020-06-02T09:00:24+0000
0.097,0.799,0.104,0.3467,2020-06-02T09:00:30+0000
0.108,0.778,0.115,0.9331,2020-06-02T09:26:56+0000
0.071,0.706,0.224,0.9992,2020-06-02T10:00:10+0000
0.085,0.833,0.082,-0.5287,2020-06-02T10:35:06+0000
0.077,0.764,0.159,0.999,2020-06-02T11:36:59+0000
0.164,0.75,0.086,-0.9976,2020-06-02T12:34:00+0000
0.071,0.818,0.112,0.9849,2020-06-02T13:00:11+0000
0.095,0.794,0.111,0.9375,2020-06-02T14:00:18+0000
0.135,0.726,0.139,-0.1424,2020-06-02T15:24:35+0000
0.078,0.881,0.041,-0.8934,2020-06-02T16:58:36+0000
0.07,0.813,0.118,0.4404,2020-06-02T17:24:41+0000
0.053,0.828,0.119,0.9703,2020-06-02T20:17:31+0000
0.121,0.795,0.084,-0.8382,2020-06-02T21:11:26+0000
0.125,0.718,0.157,0.9601,2020-06-02T22:09:40+0000
0.068,0.835,0.097,0.9339,2020-06-02T23:29:42+0000
0.185,0.724,0.09,-0.9982,2020-06-03T00:20:39+0000
0.102,0.791,0.107,0.9405,2020-06-03T07:00:25+0000
0.068,0.78,0.152,0.9997,2020-06-03T09:00:12+0000
0.056,0.835,0.109,0.9975,2020-06-03T09:00:28+0000
0.083,0.822,0.095,0.785,2020-06-03T10:21:23+0000
0.041,0.845,0.114,0.9866,2020-06-03T13:00:13+0000
0.046,0.799,0.155,0.9975,2020-06-03T13:50:27+0000
0.086,0.775,0.139,0.9982,2020-06-03T13:54:37+0000
0.093,0.755,0.151,0.995,2020-06-03T15:14:03+0000
0.119,0.709,0.173,0.9838,2020-06-03T16:30:56+0000
0.085,0.745,0.17,0.9827,2020-06-03T16:38:16+0000
0.066,0.834,0.099,0.9828,2020-06-03T18:10:59+0000
0.109,0.789,0.102,-0.9339,2020-06-03T19:03:47+0000
0.082,0.769,0.149,0.9986,2020-06-03T19:21:25+0000
0.092,0.797,0.111,0.8846,2020-06-03T21:59:59+0000
0.106,0.8,0.094,-0.9392,2020-06-03T23:32:42+0000
0.068,0.797,0.135,0.9885,2020-06-03T23:35:26+0000
0.197,0.683,0.12,-0.9938,2020-06-04T01:27:24+0000
0.185,0.712,0.102,-0.9787,2020-06-04T02:38:16+0000
0.085,0.69,0.225,0.9989,2020-06-04T09:00:05+0000
0.152,0.709,0.139,-0.837,2020-06-04T09:00:17+0000
0.109,0.625,0.267,0.9992,2020-06-04T09:00:19+0000
0.165,0.747,0.088,-0.9992,2020-06-04T09:00:27+0000
0.093,0.766,0.14,0.9977,2020-06-04T09:06:16+0000
0.117,0.763,0.12,-0.9642,2020-06-04T09:39:15+0000
0.108,0.741,0.15,0.9524,2020-06-04T15:08:16+0000
0.139,0.751,0.11,-0.98,2020-06-04T15:32:44+0000
0.068,0.859,0.074,0.2387,2020-06-04T17:48:36+0000
0.075,0.82,0.105,0.7964,2020-06-04T19:07:59+0000
0.11,0.761,0.129,0.8751,2020-06-04T19:19:38+0000
0.086,0.766,0.148,0.9941,2020-06-04T20:00:06+0000
0.057,0.808,0.134,0.9899,2020-06-04T20:11:22+0000
0.209,0.697,0.093,-0.9992,2020-06-04T22:43:33+0000
0.208,0.693,0.098,-0.9973,2020-06-04T23:30:05+0000
0.174,0.698,0.129,-0.9872,2020-06-05T01:06:13+0000
0.065,0.862,0.073,0.8577,2020-06-05T05:44:42+0000
0.07,0.815,0.115,0.9987,2020-06-05T08:23:04+0000
0.064,0.788,0.148,0.9972,2020-06-05T09:00:22+0000
0.029,0.716,0.255,0.9996,2020-06-05T09:00:23+0000
0.127,0.719,0.153,0.9874,2020-06-05T09:00:26+0000
0.037,0.814,0.149,0.9962,2020-06-05T09:00:30+0000
0.056,0.812,0.132,0.9975,2020-06-05T09:00:34+0000
0.054,0.807,0.139,0.9988,2020-06-05T09:00:40+0000
0.09,0.679,0.231,0.9989,2020-06-05T13:00:10+0000
0.025,0.91,0.065,0.9776,2020-06-05T13:30:09+0000
0.132,0.77,0.097,-0.9394,2020-06-05T15:43:46+0000
0.115,0.737,0.148,0.9841,2020-06-05T17:41:40+0000
0.21,0.666,0.124,-0.9764,2020-06-05T18:07:18+0000
0.068,0.77,0.162,0.9981,2020-06-05T18:30:49+0000
0.122,0.733,0.145,0.9819,2020-06-05T23:00:19+0000
0.084,0.711,0.205,0.9987,2020-06-06T09:00:20+0000
0.147,0.723,0.13,-0.9979,2020-06-06T12:00:11+0000
0.099,0.729,0.172,0.973,2020-06-06T14:46:30+0000
0.066,0.851,0.083,0.9455,2020-06-06T15:00:24+0000
0.079,0.765,0.156,0.971,2020-06-06T18:47:58+0000
0.136,0.711,0.153,0.7065,2020-06-06T18:53:57+0000
0.241,0.696,0.062,-0.9997,2020-06-07T09:10:06+0000
0.11,0.792,0.097,-0.962,2020-06-07T10:07:10+0000
0.125,0.759,0.116,-0.7845,2020-06-07T11:41:30+0000
0.095,0.732,0.173,0.9942,2020-06-07T14:15:20+0000
0.137,0.735,0.128,-0.9737,2020-06-08T00:03:58+0000
0.172,0.699,0.129,-0.991,2020-06-08T00:19:18+0000
0.133,0.745,0.121,-0.9758,2020-06-08T07:00:17+0000
0.058,0.79,0.152,0.9987,2020-06-08T07:00:22+0000
0.084,0.827,0.088,-0.9537,2020-06-08T08:52:29+0000
0.075,0.761,0.164,0.9963,2020-06-08T09:00:13+0000
0.104,0.717,0.179,0.994,2020-06-08T09:00:15+0000
0.062,0.831,0.107,0.9911,2020-06-08T09:00:16+0000
0.042,0.843,0.115,0.9982,2020-06-08T09:00:17+0000
0.135,0.721,0.144,0.3339,2020-06-08T09:02:14+0000
0.115,0.794,0.092,-0.9982,2020-06-08T09:20:51+0000
0.044,0.813,0.143,0.9919,2020-06-08T12:46:39+0000
0.064,0.861,0.075,0.6806,2020-06-08T16:00:25+0000
0.076,0.798,0.126,0.9945,2020-06-08T16:07:57+0000
0.111,0.781,0.107,-0.6857,2020-06-08T16:19:07+0000
0.184,0.682,0.134,-0.9918,2020-06-08T17:07:26+0000
0.097,0.757,0.145,0.9937,2020-06-08T22:55:01+0000
0.054,0.854,0.092,0.8895,2020-06-08T23:07:58+0000
0.123,0.766,0.111,-0.9644,2020-06-09T04:42:03+0000
0.064,0.81,0.126,0.9979,2020-06-09T09:00:13+0000
0.182,0.735,0.084,-0.9987,2020-06-09T09:00:16+0000
0.1,0.763,0.137,0.9949,2020-06-09T09:17:21+0000
0.083,0.813,0.104,0.9152,2020-06-09T13:25:17+0000
0.068,0.76,0.173,0.9772,2020-06-09T14:53:26+0000
0.061,0.824,0.115,0.9707,2020-06-09T16:07:25+0000
0.129,0.775,0.097,-0.9658,2020-06-09T18:20:22+0000
0.035,0.783,0.183,0.9914,2020-06-09T18:28:14+0000
0.085,0.798,0.117,0.9863,2020-06-09T18:34:12+0000
0.22,0.604,0.176,-0.9818,2020-06-09T20:12:45+0000
0.104,0.761,0.134,0.998,2020-06-09T21:48:17+0000
0.132,0.731,0.137,-0.5377,2020-06-09T22:57:15+0000
0.141,0.671,0.189,0.9614,2020-06-09T23:00:09+0000
0.071,0.747,0.183,0.9887,2020-06-09T23:09:31+0000
0.107,0.793,0.1,-0.4997,2020-06-09T23:15:00+0000
0.18,0.659,0.16,-0.9878,2020-06-10T09:00:10+0000
0.082,0.774,0.144,0.9981,2020-06-10T09:00:15+0000
0.148,0.713,0.139,-0.7951,2020-06-10T09:00:21+0000
0.136,0.75,0.113,-0.9638,2020-06-10T09:00:22+0000
0.107,0.77,0.123,0.9796,2020-06-10T09:33:06+0000
0.113,0.776,0.111,-0.9789,2020-06-10T09:36:06+0000
0.081,0.794,0.126,0.9836,2020-06-10T10:29:57+0000
0.044,0.821,0.135,0.9873,2020-06-10T14:30:18+0000
0.09,0.767,0.143,0.9827,2020-06-10T15:04:04+0000
0.162,0.722,0.116,-0.976,2020-06-10T15:12:17+0000
0.142,0.755,0.103,-0.9915,2020-06-10T18:45:39+0000
0.114,0.748,0.138,0.6915,2020-06-10T20:17:32+0000
0.13,0.713,0.157,0.934,2020-06-10T20:39:35+0000
0.078,0.83,0.092,0.9657,2020-06-10T21:08:21+0000
0.064,0.727,0.209,0.9919,2020-06-10T22:00:05+0000
0.116,0.798,0.087,-0.8809,2020-06-10T22:46:24+0000
0.129,0.777,0.095,-0.9744,2020-06-11T00:37:57+0000
0.029,0.879,0.093,0.9905,2020-06-11T04:00:10+0000
0.133,0.778,0.089,-0.9883,2020-06-11T07:00:10+0000
0.062,0.709,0.23,0.999,2020-06-11T08:00:09+0000
0.11,0.788,0.102,-0.9294,2020-06-11T08:20:02+0000
0.153,0.718,0.129,-0.9607,2020-06-11T09:00:10+0000
0.06,0.752,0.188,0.9965,2020-06-11T09:00:20+0000
0.088,0.811,0.102,0.8692,2020-06-11T09:00:40+0000
0.13,0.747,0.123,-0.9411,2020-06-11T09:00:48+0000
